	name	hematokrit	smoker	leukocyty	relationship	ssn	alt	weight	erytrocyty	alp	ast	er-cv	etytr	hemoglobin	trombocyty	indicator	hbver
7804	Jessica Conner	5.57399	no	7.81342	divoced	582-61-9822	1.46744	58.54992	8.16581	85.45169	40.28852	34.15926	6.39268	6.39267	2.02403	0.00000	6.18730
7805	Cynthia Bruce	2.80805	no	6.17111	separated	197-29-1132	0.95523	84.97640	7.08128	81.15275	55.31589	40.35196	6.07216	6.90242	8.86834	1.00000	6.91854
7806	Richard Johnson	4.64711	no	8.41716	nop	192-24-2150	0.65528	25.62173	6.72425	24.40376	66.94893	52.27746	6.15379	8.23097	8.75537	1.00000	5.60716
7807	Don Bryant	5.28624	no	8.07182	separated	565-17-7681	0.79813	44.84498	7.21322	68.91881	61.30300	25.67256	7.05902	5.31940	8.15522	1.00000	7.46729
7808	Michelle Martinez	8.10452	Y	3.45834	divoced	417-66-0209	0.58158	35.57711	6.17223	83.00521	56.73827	39.81685	7.68524	7.17941	6.53592	1.00000	5.47473
7809	Andrew Moody	7.22394	yes	4.08899	divoced	457-91-2620	0.64521	63.31629	4.68539	78.67950	51.34197	49.71045	6.81314	5.52505	6.41763	1.00000	7.64964
7810	Gary Watson	6.50262	yes	5.24785	married	449-51-6782	0.40342	22.35663	6.04199	77.45519	43.47403	68.53801	5.16624	5.56787	8.51316	1.00000	6.64323
7811	David Vaughn	4.96800	yes	5.64522	married	667-88-9450	0.63190	102.66430	5.89981	79.87160	48.14147	44.51655	5.21904	5.91902	2.39444	0.00000	6.10403
7812	Brandon Villarreal	6.66074	yes	5.74691	single	603-07-3113	0.42880	93.75797	5.44546	31.83097	56.86237	48.29763	7.40127	8.28638	4.97571	0.00000	7.35112
7813	Reginald Williams	6.69724	no	8.30156	divoced	229-49-3847	1.16771	13.17688	7.39400	83.51418	53.94899	44.29930	6.72087	6.41960	4.12247	0.00000	7.81683
7814	Angela Mack	7.83150	no	4.04833	widowed	166-98-8738	0.43891	112.65717	5.61982	66.73046	64.23138	49.37366	5.35006	7.24121	6.76039	1.00000	5.88602
7815	Tyler Dawson	3.33773	yes	7.51724	married	453-42-3477	1.52667	-15.69311	8.34863	76.10677	46.99457	53.69846	4.73707	6.85979	7.48329	1.00000	6.54155
7816	Katelyn Smith	4.68925	no	5.26208	divoced	423-46-0029	0.62296	72.29051	6.61080	73.06989	48.07056	49.93701	6.75526	5.35704	6.40651	0.00000	6.09287
7817	Mark Lopez	10.02834	no	7.43703	single	861-61-4819	1.23387	134.37932	7.63321	83.78147	53.29510	54.00990	5.90797	6.46866	8.53774	0.00000	9.49960
7818	Stephanie Hood	3.40118	no	7.80440	divoced	521-90-2916	0.96042	33.66763	7.54289	85.48527	41.99945	54.00720	7.68935	6.04755	8.30311	1.00000	4.27412
7819	Beth Gibson	7.43327	no	6.62970	divoced	425-49-9208	0.38046	66.41205	4.56832	85.87755	28.35465	32.38972	6.17015	6.55405	8.28798	1.00000	6.77741
7820	Daniel Baldwin	6.07752	no	9.79793	married	415-70-8569	0.90065	135.21770	7.73996	54.48613		51.61233	4.71488	7.64007	7.37510	1.00000	7.26813
7821	John Jackson	7.06746	Y	8.34629	separated	033-49-6879	2.04301	14.60483	8.59229	37.56361	46.68663	70.77828	7.00887	4.39878	3.90823	0.00000	6.92313
7822	Michelle Young	5.60936	Y	4.24508	separated	727-64-2937	0.52225	56.07329	6.83376	59.62075	62.25368	37.29573	6.00900	7.56358	8.67506	1.00000	6.91053
7823	Mary Cruz	4.82303	Y	4.70337	single	130-56-3938	0.69191	47.54660	7.09524	86.19726	62.47955	51.90479		6.72396	4.37412	0.00000	5.46244
7824	Jessica Gonzalez	5.54290	yes	9.51045	divoced	698-30-4077	3.34203	66.94934	9.20941	33.71063	45.08696	61.62734	7.12226	8.19627	6.11579	1.00000	6.16388
7825	Anthony Webb	4.97395	no	7.74976	divoced	089-56-3238	0.79778	36.23905	6.99804	90.41174	38.68994	47.08835	6.19073	6.11821	2.01797	0.00000	6.29729
7826	Jake Brown	4.85819	no	4.73172	married	800-32-5979	0.86804	67.74844	7.19671	82.54724	31.99721	37.62555	6.53308	5.77457	4.60466	0.00000	6.76337
7827	James Peters	5.38803	no	7.09161	separated	582-89-3249	3.25565	128.99580	9.21039	86.43304	65.96876	31.75535	6.90063	6.22137	6.06566	1.00000	7.75069
7828	Carla Willis	7.55286	no	7.07556	divoced	516-42-1279	0.55195	128.33521	4.65581		87.71446	31.38920	6.62549	8.23380	8.86369	1.00000	4.58167
7829	Kimberly Garcia	5.86063	Y	8.19250	married	484-24-7590	1.52713	52.62546	8.25037	43.86246	50.55408	29.54978	7.47556	4.59625	8.67588	0.00000	6.17244
7830	Diana Harrison	6.17615	no	8.78996	divoced	724-75-5656	1.14339	86.20684	7.75670	89.01275	52.60045	53.09954	5.69555	6.13087	7.32418	1.00000	5.16372
7831	Elizabeth Gilmore	5.90030	no	2.63943	married	789-88-7939	0.47578	14.75148	6.57337	81.05688	45.26790	18.94870	5.71712	5.86541	6.93059	1.00000	6.08015
7832	Miranda Monroe	5.21906	yes	6.78362	divoced	167-93-5693	0.49534	38.97750	5.92889	23.40623	59.76247	52.91707	5.67072	4.28866	9.41894	1.00000	6.28336
7833	Matthew Clark	4.64166	Y	7.01840	nop	517-15-6647	1.98648	96.71694	8.64478	28.17614	52.95734	34.49217	8.61982	8.38495	5.55367	1.00000	7.45714
7834	Barbara Lawrence	5.74314	yes	4.36085	widowed	581-33-9696	2.18661	78.58742	8.68265	84.18862	37.20126	61.16839	5.40918	5.64993	9.90538	1.00000	7.01306
7835	Marilyn Johnson	7.00272	Y	5.71960	married	664-82-9386	0.47123	113.56321	5.54751	39.22289	46.36708	48.27295	5.65452	8.26647	8.54803	1.00000	5.75962
7836	Patty Kaufman	4.90720	no	6.70626	single	223-38-4192	1.42769	100.84283	7.89084	85.11833	56.45204	60.59690	6.05730	6.27751	7.51225	1.00000	6.72086
7837	Samuel Forbes	4.30665	no	5.98508	divoced	525-25-6138	0.81849	63.06302	7.24865	73.07208	63.29267	42.04092	6.56477	5.31658	8.36429	1.00000	5.54514
7838	Willie Richardson	6.44849	Y	9.25525	married	372-54-2281	0.85283	14.73063	6.78231	69.53410	67.23193	63.93865	6.91109	5.41473	8.19470	1.00000	7.89504
7839	Danielle Keith	5.24077	Y	3.54874	nop	318-30-4651	0.80236	111.13347	7.10028	79.33229	50.14703	75.92322	7.25228	5.56729	2.21474	0.00000	4.92424
7840	Cesar Campos	6.96839	Y	8.75164	married	141-43-1194	0.70769	102.25720	7.38949	87.12675	49.78657	39.50005	7.23017	6.13846	7.53743	1.00000	5.90386
7841	Justin Morris	8.25918	Y	4.73795	divoced	766-44-8833	0.52760	83.00354	5.08987	54.55117	61.28526	55.72407	8.18279	5.10235	6.84588	1.00000	5.38632
7842	Andrew Edwards	6.67707	no	6.98663	divoced	724-61-0187	0.78457	56.15828	6.65959	36.84369	34.56139	32.05302	6.97746	8.22715	4.42446	0.00000	5.55570
7843	Andrew Stokes	7.60931	Y	6.30875	divoced	045-58-1258	0.42527	17.20794	6.42690	18.88778	80.59434	59.32594	5.74405	9.83668	9.27915	1.00000	5.91996
7844	Katie Snyder	4.23804	Y	5.91932	single	397-14-2562	2.84729	30.79749	8.87704	82.36576	84.80621	52.07261	6.07757	6.94461	3.79884	0.00000	7.26782
7845	Corey Luna	4.89963	no	4.24225	divoced	529-56-1243	0.93134	116.98096	7.13661	84.09135	65.39163	36.32822	4.96131	6.67337	5.08456	0.00000	6.54132
7846	Jeff Frost	7.88683	yes	3.96096	divoced	888-56-9732	0.58651	98.48694	6.67693	85.53408	48.11495	43.40342	5.51780	5.95935	7.44732	1.00000	7.91173
7847	William Tucker	6.54066	yes	4.61125	separated	032-40-7240	0.70549	83.02469	5.81153	79.97110	38.19216	49.38143	7.39263	6.82244	7.94466	1.00000	5.60400
7848	Wendy Carey	7.53561	Y	4.65259	married	354-79-6698	0.81623	64.95048	6.15209	69.91466	65.72719	61.69486	8.46911	7.38177	7.82106	1.00000	5.35553
7849	Julie Johnson	4.91140	Y	6.31793	separated	355-79-6011	2.52627	95.75205	8.81809	83.82181	50.70292	44.70931	6.24469	5.84396	6.53058	1.00000	7.69087
7850	Amanda Vaughan	3.17742	N	7.34300	married	616-19-6362	1.64865	64.62254	8.23536	41.47103	59.72829	44.35339	6.16298	8.12639	7.57149	1.00000	6.30678
7851	Nicholas Castaneda	5.99902	no	6.33605	married	745-91-5573	0.65766	60.35053	5.89724	36.17640	58.38285	63.58774	7.69599	8.18256	9.51931	1.00000	6.30219
7852	William Richardson	7.06792	no	5.19314	single	237-26-1751	0.66345	29.02722	6.35199	86.61669	32.98341	22.30757	5.49826	5.85741	8.55773	1.00000	6.71190
7853	Frank Raymond	5.20835	Y	4.34828	divoced	127-23-0098	0.64583	66.43073	7.32565	57.52801	47.00585	42.84858	6.43722	7.65639	6.03071	0.00000	6.85917
7854	Lauren Houston	6.99556	yes	7.10383	widowed	527-59-4773	1.05739	57.54669	7.33638	82.47100	68.04880	42.68587	6.75153	6.59950	4.49078	0.00000	6.60729
7855	Ashley Clark	5.17762	Y	7.14040	nop	637-27-5706	0.98286	128.58617	7.63276	52.46499	54.98922	57.66712	6.85877	7.81304	7.69880	1.00000	5.59728
7856	Lauren Lutz	5.18290	no	6.20472	divoced	237-67-8682	1.81661	91.08735	8.59795	87.07770	66.54858	26.45369	6.45757	6.46160	6.73739	1.00000	4.35198
7857	Carolyn Macias	6.06435	no	4.58638	nop	458-87-6418	0.65759	64.84749	6.50823	79.02263	51.74369	63.61016	5.24186	5.56934	8.45289	1.00000	5.79273
7858	Maria Soto	7.79647	no	4.81989	divoced	859-22-4510	0.43904	29.38712	6.10552	75.62559	35.84214	43.77579	4.68863	7.13127	7.75053	1.00000	6.67088
7859	Jonathan Kennedy	7.77811	no	8.18373	married	392-37-7699	2.72496	126.01067	9.05742	83.19043	60.47239	59.71389	5.45514	6.36247	4.68429	0.00000	7.17849
7860	Matthew Hicks	4.25622	Y	3.73313	married	870-14-3949	1.00868	74.36604	7.39601	42.51470	49.39254	31.01045	6.88858	7.98165	2.41845	0.00000	7.44014
7861	Tiffany Schmidt	8.42349	no	7.21276	single	407-34-5743	1.07868	93.79000	7.72056	87.25722	41.47238	68.32437	6.18810	6.04096	6.08676	0.00000	6.71043
7862	Grace Navarro	4.11879	yes	6.03309	divoced	785-80-8177	0.67869	90.11682	6.69471	81.10933	58.77545	43.08684	7.20085	5.78746	10.54683	1.00000	5.39230
7863	Julia Adams	6.51355	Y	8.12150	nop	643-94-5984	0.80621	109.02895	7.27244	70.50498	60.25720	47.41218	5.96170	5.47902	7.77661	1.00000	4.59795
7864	Lisa Wong	6.46268	yes	7.82413	married	592-44-4071	0.99006	27.51538	7.65657	85.81189	76.22033	41.72910	6.14693	6.26616	3.61719	0.00000	8.11377
7865	James Walters	6.75273	no	6.16954	married	749-64-3548	0.46981	82.92970	6.24429	89.78825	55.62947	35.99967		6.65776	4.81807	0.00000	8.25335
7866	Kristen Davidson	5.94512	no		divoced	142-20-0900	0.33306	113.94195	6.45734	56.04078	49.88680	46.71687	7.04334	7.66452	8.70729	1.00000	6.05916
7867	Jose Johnson	7.89584	no	4.65041	divoced	835-14-2188	0.84720	30.27725	6.57711	88.48218	55.94859	66.99147	5.22307	6.57214	7.84116	1.00000	7.96982
7868	Elizabeth Sexton	4.87700	Y	6.29739	single	659-56-4246	0.86604	50.23374	7.51699	88.85341	47.61710	38.40634	5.39820	6.45897	7.85671	1.00000	6.52601
7869	Eric Diaz	4.72255	Y	6.80695	widowed	248-15-0849	1.71632	144.96743	8.31868	62.81485	43.17244	24.69649	6.54379	7.56340		1.00000	6.35179
7870	Adam Le	9.61045	N	5.02977	divoced	476-68-3229	0.68406	-0.44838	4.04262	88.37885	60.45060	46.97903	5.95504	6.07372	5.95653	1.00000	4.11427
7871	Virginia Kelly	4.59829	no	7.52867	nop	499-03-9806	2.26705	83.44297	8.73301	86.46477	20.40253	41.73560	6.36943		6.79624	1.00000	6.43047
7872	Michael Ortiz	6.07517	Y	9.00868	divoced	269-59-0931	0.91753	62.63061	7.39775	86.10965	33.67646	51.46317	6.17356	5.88615	7.81227	1.00000	6.28056
7873	Joshua Ramos	11.57124	Y	7.35610	single	003-13-9113	0.52859	72.17350	2.76815	91.86525	68.95322	25.27820	6.96968	5.99817	6.36690	1.00000	5.45280
7874	Isaiah Long	7.18447	no	6.29623	married	257-91-3800	0.80144	18.82542	7.39326	36.52734	50.85861	46.31071	6.07696	8.22773	4.66639	0.00000	6.92893
7875	Virginia Kelly	5.24535	no	8.57267	married	499-03-9806	0.85331	62.92581	6.84768	89.48122	66.60335	27.38011	7.13647	6.37940	8.52577	1.00000	6.89869
7876	Kathleen Walsh	5.98746	no	7.80043	separated	303-40-1984	1.01384	90.74328	7.82845	85.13364	46.89801	63.94997	5.63833	6.20915	2.84720	0.00000	6.93371
7877	Jessica Farmer	6.07761	no	7.91311	married	338-97-7386	5.03754	31.64591	9.64656	90.24167	60.76155	56.67560	6.65673	6.03888	5.53376	1.00000	6.81511
7878	Christopher Ramirez	9.64522	yes	2.94094	single	223-39-7121	0.52953	59.19914	6.07380	52.52967	51.74546	77.82937	6.81039	7.56125	5.53727	1.00000	5.93599
7879	Brandon Reynolds	6.78846	yes	8.76857	nop	118-66-1769	1.05953	41.29900	7.69581	73.92471	44.00458		7.36707	7.12450	7.27618	0.00000	7.63592
7880	Christopher Hall	8.37895	no	9.31261	single	879-24-1540	2.12493	90.41615	8.78203	92.90906	71.64898	70.39343	6.90256	6.43114	5.72018	0.00000	5.00265
7881	Jason Boyd	7.69294	no	7.30802	separated	159-08-0870	0.37354	109.90903	3.97757	25.28773	48.98406	43.45559	7.37596	8.31380	8.47750	1.00000	7.17581
7882	Robert Padilla	7.50626	no	8.36580	nop	354-73-4124	2.13476	115.92462	8.63792	57.64801	54.77689	61.46578	8.19604	5.06723	4.44899	0.00000	7.86368
7883	Jessica Kelly	9.06793	Y	5.77886	married	044-65-0850	0.50470	-18.28269	4.16991	87.55131	52.54195	63.67648	7.43992	6.79667	6.85160	1.00000	6.08589
7884	David Brady	6.58507	no	4.61918	single	291-49-9382	0.61288	26.06229	5.99938	67.58004	61.93174	35.32166	5.67764	7.21421	8.15671	1.00000	6.07827
7885	George Johnson	10.33366	no	10.44893	nop	890-78-4187	3.75143	97.46916	9.30204	87.18761	31.88502	57.57210	4.93870	6.33942	8.37933	0.00000	4.74245
7886	Jeremy Perry	8.97186	no	4.40928	separated	244-27-6891	0.52912	27.66555	5.18251	78.26080	62.58757	43.59771	5.93098	6.41590	6.31540	1.00000	7.92107
7887	Daniel Wilson	5.04758	Y	5.59412	married	072-68-6837	1.97660	47.31731	8.52965	78.23411	64.51215	45.07879	6.80251	6.13805	7.51934	0.00000	7.70891
7888	Marcus Elliott	9.00368	yes	5.17510	single	027-72-8912	0.31104	91.23911	4.85854	19.85444	45.62331	59.19212	7.48304	3.82324	6.93949	1.00000	5.99627
7889	Marcia Thomas	7.10806	no	5.10790	divoced	293-70-5449	0.68006	38.19841	6.66127	86.25429	80.11335	58.11521	5.28001	6.41813	8.74149	1.00000	4.69291
7890	Susan Douglas	6.87164	Y	4.14250	separated	090-68-6263	0.45668	64.06436	6.34653	79.57326	60.07515	46.44736	6.77475	6.92247	7.74148	1.00000	5.63212
7891	William Gordon	5.16836	Y	5.71250	separated	861-02-7484	1.75170	13.69805	8.47643	60.01783	58.42889	45.38706	6.67045		2.33775	0.00000	6.91521
7892	John Beard	6.71274	no	7.04603	widowed	383-82-1198	0.87679	121.66497	7.42988	83.87867	64.05602	47.41330	6.28348	6.78050	7.62881	1.00000	5.56331
7893	Stephanie Hood	7.63824	Y	5.98573	divoced	521-90-2916	0.33606	46.63513	6.60060	75.16696	33.96823	52.01565	7.28407	6.90208	9.06661	1.00000	5.63743
7894	Christopher Thompson	5.26523	N	5.04868	divoced	575-42-0587	0.51080	23.62745	6.71829	50.32119	41.29917	37.44715	7.09569	7.66397	9.34920	1.00000	6.24688
7895	Laura Gibson	8.22097	yes	4.54212	single	683-19-8401	0.28191	69.14641	5.07757	81.66994	50.96176	69.40773	6.35056	6.84335	6.79027	1.00000	5.77381
7896	Andrew Campbell	7.29715	yes	4.56406	married	423-75-5379	0.48445	36.91346	5.53158	89.95893	71.47230	52.77848	5.03172	6.11465	7.32155	1.00000	7.62757
7897	Todd Munoz	7.49683	no	7.74921	single	466-26-6662	2.42840	49.01909	8.69379	91.81847	44.81997	39.98857	7.15135	6.18926	4.48803	0.00000	6.27796
7898	Kristen Sanchez	5.73032	yes	8.30328	single	594-72-5242	0.79087	82.65014	7.37511	53.26974	64.60992	41.29671	6.41306	7.90171	7.79225	1.00000	6.14376
7899	David Vaughn	7.31628	yes	6.94594	separated	667-88-9450	1.26968	103.25273	7.57401	90.12608	76.88861	37.96011	5.00265	6.66896	4.75769	0.00000	6.65470
7900	Reginald May	5.49297	no	7.73154	married	014-96-4880	0.55832	57.54823	6.66411	66.63817	28.40762	37.68979	7.84227	7.34313	8.74021	1.00000	7.56194
7901	Robert Snyder Jr.	7.67793	yes	3.60401	nop	448-75-2520	1.24760	132.59748	7.34225	82.88776	25.45460	62.39778	6.63977	6.02285	7.62681	1.00000	5.82661
7902	Gregory Trujillo	8.23160	no	4.71290	married	103-57-0100	0.27517	86.52236	4.43835	93.21946	64.40088	36.52370	6.81349	6.67148	6.44548	1.00000	6.55823
7903	Stephanie Powell	5.00176	no	6.85041	single	024-67-7652	2.09671	63.64456	8.68842	82.20285	68.27835	32.31119	6.47149	5.66815	6.75412	1.00000	5.83105
7904	Sylvia Nguyen	7.56150	N	5.00883	divoced	502-49-0312	0.51356	26.58341	6.46887	80.26179	52.10083	49.55088	6.43287	5.66427	8.25782	1.00000	4.18495
7905	Sean Ray	5.99948	yes	7.60216	married	672-30-2217	0.62847	82.67317	5.72919	56.12449	53.82361	68.27730	6.73532	7.75255	10.47017	0.00000	6.20455
7906	Kelly Cooper	5.41428	N	6.28828	divoced	173-07-0423	0.68348	70.25830	7.09126	78.48293	65.96150	45.76150	5.70930	7.03269	5.21047	0.00000	6.10510
7907	Jason Prince	10.43334	Y	7.43191	divoced	359-72-5188	0.36372	9.46334	4.12236	55.71231	52.32763	50.71084	5.59563	7.87494	7.67615	1.00000	5.82869
7908	David Miller	4.14965	no	4.97791	married	880-78-8794	0.68629	98.20320	7.42188	84.12919	58.49498	46.04552	5.33145	6.49044	8.35635	1.00000	6.71350
7909	Anna Cole	5.14245	yes	3.95161	divoced	855-31-8243	1.26441	75.21104	7.94435	57.17876	65.33187	43.80604	8.01648	4.79765	2.85750	0.00000	4.43108
7910	Heather Pena	5.19287	Y	6.24092	divoced	255-27-9840	0.86984	76.82380	5.69190	63.44596	48.37929	34.28439	5.77085	7.40837	9.70959	1.00000	5.16634
7911	Ross Williams	6.06437	no	7.11347	married	116-38-4792	1.47781	103.01278	8.10253	20.40378	53.84280	36.63797	6.58183	8.89133	7.08518	1.00000	6.08592
7912	Diana Smith	7.92608	Y	6.06404	married	058-89-8487	0.46566	65.91129	3.90590	83.58319	52.76395	57.13755	5.32635	5.96614	7.25734	1.00000	7.21253
7913	Melissa Johnson	6.43752	no	4.94365	divoced	048-21-7750	2.25226	-1.60014	8.53217	12.49430	34.90745	55.24772	5.79262	9.80149	6.56382	1.00000	7.28929
7914	Whitney Blair	3.15196	no	8.08839	separated	101-44-7607	1.11390	59.82808	7.84150	87.71500	50.82151	55.57904	6.05791	6.57694	7.99802	1.00000	4.61497
7915	Brittany Harrell	6.46179	yes	5.46389	separated	673-22-3404	0.32201	55.16147	6.21897	75.75702	67.58695	85.04321	5.91013	5.67872	8.89118	1.00000	4.73262
7916	Russell Moore	5.64378	no	9.83134	divoced	219-22-0792	1.81216	84.80092	8.10973	53.12234	49.46955	55.18448	7.22657	7.88298	7.16869	1.00000	5.27603
7917	Heidi Solomon	9.17185	no	3.70344	divoced	293-23-4316	0.34657	163.44128	6.74413	80.47354	43.55335	57.67981	6.09895	6.28273	6.76706	1.00000	6.52982
7918	Amanda Kennedy	8.17850	no	8.46980	widowed	680-37-7141	1.12606	30.24500	7.71805	85.07233	45.07966	60.45649	7.86869	5.74648	6.00623	0.00000	5.84404
7919	James Ramos	5.09214	yes	3.30355	separated	156-73-1661	1.02562	76.79617	7.66146	78.65659	55.91477	34.50330	6.51476	6.96196	2.60397	0.00000	6.48226
7920	Michael Olson	8.23578	Y	4.97535	married	513-06-6090	0.43618	85.51584	4.90712	86.95303	39.76006	63.49523	7.70133	6.62957	7.05638	1.00000	6.70150
7921	Carolyn King	5.49199	no	4.79689	divoced	030-44-5901	1.06665	40.17738	7.89991	76.80289	53.45341	43.82679	7.11929	5.75959	3.98074	0.00000	6.32238
7922	Spencer Kelly	4.33590	no	5.28500	widowed	887-48-9915	1.90915	146.57323	8.49264	58.45740	50.71377	35.97368	7.45988	7.41290	3.01377	0.00000	6.76637
7923	Grace Cabrera	9.13161	N	7.09199	married	772-88-6646	1.00105	54.49953	7.63664	85.72521	47.57859	61.30831	4.35080	7.09714	7.24081	0.00000	6.54557
7924	Sydney Shaffer	5.37220	no	8.36386	divoced	351-09-1822	2.25426	69.72810	8.76480	63.01954	50.27022	55.19296	6.42321	7.61501	1.33297	0.00000	
7925	Paul Hull	5.47870	N		married	888-62-2930	0.93315	103.83159	7.25832	63.27896	55.15050	46.82372	7.91588	7.65562	7.99627	1.00000	6.59557
7926	Kimberly Thomas	3.82178	no	5.59087	single	398-76-0843	4.56104	37.67654	9.57965	73.73868	60.71043	41.09621	8.03312		4.38311	0.00000	4.74535
7927	Melanie Martinez	10.56725	no	6.21757	widowed	101-52-6401	0.63386	83.67574	2.09909	94.62420	33.56838	53.55886	7.28268	6.44764	5.19170	1.00000	4.88075
7928	Jon Grant	4.21020	Y	3.22546	married	446-99-2075	2.47577	45.71144	8.86774	83.63924	45.95590	39.90468	8.11861	5.90883	3.50322	0.00000	5.26162
7929	Jeffrey Sanchez		Y	7.50545	divoced	315-26-4213	1.72080	39.63592	8.38915	46.69141	55.91298	54.92229	6.49123	8.17164	7.24694	1.00000	5.21621
7930	Oscar Morse	6.14769	N	8.97109	divoced	483-36-2694	0.26320	52.86144	4.65256	79.80495	69.82414	52.36585	6.14262	6.12417	10.50793	1.00000	5.41125
7931	Lance James	5.24096	no	4.07000	separated	426-26-0026	1.26755	9.25773	7.83750	25.81794	45.32230	45.29819	5.60733	8.40590	3.53934	0.00000	6.71896
7932	Shelley Mendoza	7.26682	no	3.23974	married	575-97-3171	0.64686	96.16135	6.59368	92.43694	53.00985	45.84881	5.07832	6.24520	7.02153	1.00000	4.59951
7933	Linda Martinez	4.27472	no	6.30783	single	759-06-6700	0.43953	52.85801	5.94254	79.73725	22.74059	46.30065	5.77187	6.51110	1.43271	0.00000	6.13713
7934	Valerie Carter	5.59814	no	7.96103	married	546-10-0083	0.89728	100.37096	7.53130	70.64146	57.57031	37.47627	6.40154	7.43550	7.72395	1.00000	6.51954
7935	Mr. Daniel Welch	8.17706	yes	4.95300	married	676-04-3275	0.33277	18.14714	5.77480	50.63948	46.22484	46.49613	4.53672	7.76829	7.55197	1.00000	5.95543
7936	Jasmine Mckinney	4.20700	no	6.51721	widowed	879-40-0584	5.32627	88.48588	9.75128	75.77119	65.56807	29.68643	7.98434	7.32261	3.43450	0.00000	6.77273
7937	Evan Hood	7.19803	no	8.61272	divoced	019-81-6431	2.64928	30.75937	8.90170	69.03417	79.62862	45.14451	7.62762	7.23168	3.97263	0.00000	6.65308
7938	Jared Anderson	7.49210	N	4.42935	separated	054-01-9856	0.35703	51.59821	4.93779	86.37034	45.38881	37.07866	6.83348	5.77490	6.78882	1.00000	7.57534
7939	Monica Odonnell	9.87289	no	5.63239	married	619-54-6728	0.39427	22.51415	4.03467	49.76240	67.78624	42.01171	5.66208	7.91623	6.29273	1.00000	6.68691
7940	Luis Eaton	7.33424	N	5.60261	widowed	622-16-4088	0.77501	88.36710	5.66581	78.01056	48.47873	34.92348	6.10658	5.75998	5.90886	0.00000	5.64875
7941	Todd Alexander	6.73983	N	8.99554	nop	157-40-9798	0.80313	30.11973	6.55420	83.15781	58.28563	51.34951	7.05887	5.64402	8.38812	1.00000	7.31540
7942	Thomas Davis	7.89962	Y	6.30434	separated	496-88-0443	0.34704	53.23856	3.52555	54.14203	57.48944	37.03669	6.77457	7.84271	7.32937	1.00000	4.34114
7943	Melissa Carlson	2.80348	yes	4.97070	widowed	049-86-5491	2.49479	133.27424	8.90650	73.66173	76.96669	52.23061	6.58952	5.33129	6.95571	1.00000	5.58592
7944	Samantha Hudson	7.45360	no	7.87863	single	864-49-2490	5.01529	60.27237	9.68005	84.55887	73.02185	42.22112	7.61814	5.95699	5.11023	1.00000	5.91924
7945	Amy Martinez	5.58006	no	8.59384	nop	136-82-6178	1.02603	79.80711	7.90822	64.36799	57.88004	39.21593	6.23607	5.13268	7.44290	1.00000	3.90706
7946	Melissa Bender	4.89884	Y	8.56344	married	445-74-8170	1.15850	30.61162	7.51573	85.15645	27.87736	64.54080	6.63499	6.73838	7.95933	1.00000	6.36237
7947	Carla Willis	5.15614	no	8.45105	separated	516-42-1279	1.52397	80.98255	8.20734	41.87772	38.02390	39.32426	5.38475	8.22365	7.05462	1.00000	4.49419
7948	Cassandra Newton	6.54301	no	10.28439	divoced	704-19-5856	1.54458	62.09571	8.39308	75.57234	49.05430	36.30436	6.65088	6.84306	6.73425	1.00000	8.26944
7949	Nicole Maldonado	6.59759	Y	7.45713	single	547-55-6836	1.37159	42.10328	8.26839	72.36904	38.33260	48.07443	6.01562	5.35666	3.28383	0.00000	6.70225
7950	Richard Richardson	9.89466	no	4.50725	married	350-79-0509	0.51131	114.83639	5.12358	80.50480	52.69377	52.69312	7.99670	6.27061	6.14674	1.00000	6.60857
7951	Richard Mcpherson	8.88982	Y	7.10282	single	203-13-7979	0.53648	102.53596	3.57810	86.12131	68.48042	54.75945	7.06636	6.60678	7.57845	1.00000	6.37481
7952	Lynn Arnold	4.18709	no	5.73544	single	165-47-8404	2.44337	40.99785	8.87532	80.77342	38.01641	54.95289	5.64075	5.70595	6.64820	1.00000	5.12577
7953	Anthony Dawson	6.21022	yes	10.48216	divoced	045-26-2847	1.96597	59.30703	8.48464	67.34141	51.73342	51.30751	6.91418	7.44323	6.68692	1.00000	6.32082
7954	Theresa Griffin	7.97962	yes	6.75943	widowed	781-44-7300	1.03796	-32.46897	7.68785	59.13276	48.18627	64.87346	6.38738	7.73297	5.49157	0.00000	6.57582
7955	Richard Lee	7.66968	no	4.48793	widowed	807-84-8935	0.88259	54.65013	7.19589	77.21814	68.46027	69.62887	8.32252	7.05932	8.24251	1.00000	5.71060
7956	Timothy Cooper	9.05247	Y	7.81905	nop	031-43-3215	1.19963	46.86426	7.80475	89.45859	37.95217	53.17894	5.34681	6.59617	7.18127	0.00000	4.46758
7957	Thomas Taylor	3.07730	no	7.68777	married	117-93-9752	0.93764	10.68041	7.74954	52.11360	66.49938	53.63713	4.92947	7.78154	8.04917	1.00000	6.74528
7958	Elizabeth Meyer	4.82449	no	5.03567	widowed	788-03-7371	0.50297	-0.73502	7.05406	77.69418	51.13574	59.33514	6.52741	6.83242	6.23278	0.00000	6.87375
7959	Ann Hernandez	8.68513	no	9.28604	single	193-55-9895	1.19047	27.53149	8.14214	86.55747	62.68857	40.74922	5.88874	6.32119	6.55717	0.00000	5.59139
7960	Nicole Fitzgerald	10.06805	Y	7.20671	divoced	059-36-0420	0.60437	140.19611	6.67561	65.55775	46.49972	54.33848	6.54096	7.37723	9.35804	0.00000	5.87900
